chartink_symbol,nse_symbol,quantity,amount,broker,transaction_type,product,category
KSB,KSB-EQ,,20000,*,B,CNC,small_cap
KSCL,KSCL-EQ,,20000,*,B,CNC,small_cap
KSHINTL,KSHINTL-EQ,,20000,*,B,CNC,small_cap
KSHITIJPOL,KSHITIJPOL-EQ,,20000,*,B,CNC,small_cap
KSL,KSL-EQ,,20000,*,B,CNC,small_cap
KSOLVES,KSOLVES-EQ,,20000,*,B,CNC,small_cap
KSR,KSR-EQ,,20000,*,B,CNC,small_cap
KTKBANK,KTKBANK-EQ,,20000,*,B,CNC,small_cap
KUANTUM,KUANTUM-EQ,,20000,*,B,CNC,small_cap
KWIL,KWIL-EQ,,20000,*,B,CNC,small_cap
LAGNAM,LAGNAM-EQ,,20000,*,B,CNC,small_cap
LAHOTIOV,LAHOTIOV-EQ,,20000,*,B,CNC,small_cap
LAKPRE,LAKPRE-EQ,,20000,*,B,CNC,small_cap
LAL,LAL-EQ,,20000,*,B,CNC,small_cap
LALPATHLAB,LALPATHLAB-EQ,,20000,*,B,CNC,small_cap
LAMBODHARA,LAMBODHARA-EQ,,20000,*,B,CNC,small_cap
LANCORHOL,LANCORHOL-EQ,,20000,*,B,CNC,small_cap
LANDMARK,LANDMARK-EQ,,20000,*,B,CNC,small_cap
LANDSMILL,LANDSMILL-EQ,,20000,*,B,CNC,small_cap
LAOPALA,LAOPALA-EQ,,20000,*,B,CNC,small_cap
LASA,LASA-EQ,,20000,*,B,CNC,small_cap
LATENTVIEW,LATENTVIEW-EQ,,20000,*,B,CNC,small_cap
LATTEYS,LATTEYS-EQ,,20000,*,B,CNC,small_cap
LAURUSLABS,LAURUSLABS-EQ,,20000,*,B,CNC,small_cap
LAXMICOT,LAXMICOT-EQ,,20000,*,B,CNC,small_cap
LAXMIDENTL,LAXMIDENTL-EQ,,20000,*,B,CNC,small_cap
LAXMIINDIA,LAXMIINDIA-EQ,,20000,*,B,CNC,small_cap
LCCINFOTEC,LCCINFOTEC-EQ,,20000,*,B,CNC,small_cap
LEMERITE,LEMERITE-EQ,,20000,*,B,CNC,small_cap
LEMONTREE,LEMONTREE-EQ,,20000,*,B,CNC,small_cap
LENSKART,LENSKART-EQ,,20000,*,B,CNC,small_cap
LEXUS,LEXUS-EQ,,20000,*,B,CNC,small_cap
LFIC,LFIC-EQ,,20000,*,B,CNC,small_cap
LGBBROSLTD,LGBBROSLTD-EQ,,20000,*,B,CNC,small_cap
LGEINDIA,LGEINDIA-EQ,,20000,*,B,CNC,small_cap
LGHL,LGHL-EQ,,20000,*,B,CNC,small_cap
LIBAS,LIBAS-EQ,,20000,*,B,CNC,small_cap
LIBERTSHOE,LIBERTSHOE-EQ,,20000,*,B,CNC,small_cap
LICHSGFIN,LICHSGFIN-EQ,,30000,*,B,CNC,mid_cap
LICI,LICI-EQ,,20000,*,B,CNC,small_cap
LIKHITHA,LIKHITHA-EQ,,20000,*,B,CNC,small_cap
LINC,LINC-EQ,,20000,*,B,CNC,small_cap
LINCOLN,LINCOLN-EQ,,20000,*,B,CNC,small_cap
LINDEINDIA,LINDEINDIA-EQ,,30000,*,B,CNC,mid_cap
LLOYDSENGG,LLOYDSENGG-EQ,,20000,*,B,CNC,small_cap
LLOYDSENT,LLOYDSENT-EQ,,20000,*,B,CNC,small_cap
LLOYDSME,LLOYDSME-EQ,,30000,*,B,CNC,mid_cap
LMW,LMW-EQ,,20000,*,B,CNC,small_cap
LODHA,LODHA-EQ,,20000,*,B,CNC,small_cap
LOKESHMACH,LOKESHMACH-EQ,,20000,*,B,CNC,small_cap
LORDSCHLO,LORDSCHLO-EQ,,20000,*,B,CNC,small_cap
LOTUSDEV,LOTUSDEV-EQ,,20000,*,B,CNC,small_cap
LOTUSEYE,LOTUSEYE-EQ,,20000,*,B,CNC,small_cap
LOVABLE,LOVABLE-EQ,,20000,*,B,CNC,small_cap
LOYALTEX,LOYALTEX-EQ,,20000,*,B,CNC,small_cap
LPDC,LPDC-EQ,,20000,*,B,CNC,small_cap
LT,LT-EQ,,50000,*,B,CNC,large_cap
LTF,LTF-EQ,,30000,*,B,CNC,mid_cap
LTFOODS,LTFOODS-EQ,,20000,*,B,CNC,small_cap
LTM,LTM-EQ,,20000,*,B,CNC,small_cap
LTTS,LTTS-EQ,,30000,*,B,CNC,mid_cap
LUMAXIND,LUMAXIND-EQ,,20000,*,B,CNC,small_cap
LUMAXTECH,LUMAXTECH-EQ,,20000,*,B,CNC,small_cap
LUPIN,LUPIN-EQ,,50000,*,B,CNC,large_cap
LUXIND,LUXIND-EQ,,20000,*,B,CNC,small_cap
LXCHEM,LXCHEM-EQ,,20000,*,B,CNC,small_cap
LYKALABS,LYKALABS-EQ,,20000,*,B,CNC,small_cap
LYPSAGEMS,LYPSAGEMS-EQ,,20000,*,B,CNC,small_cap
M&M,M&M-EQ,,50000,*,B,CNC,large_cap
M&MFIN,M&MFIN-EQ,,20000,*,B,CNC,small_cap
MAANALU,MAANALU-EQ,,20000,*,B,CNC,small_cap
MACPOWER,MACPOWER-EQ,,20000,*,B,CNC,small_cap
MADHAV,MADHAV-EQ,,20000,*,B,CNC,small_cap
MADHAVIPL,MADHAVIPL-EQ,,20000,*,B,CNC,small_cap
MADHUCON,MADHUCON-EQ,,20000,*,B,CNC,small_cap
MADRASFERT,MADRASFERT-EQ,,20000,*,B,CNC,small_cap
MAFATIND,MAFATIND-EQ,,20000,*,B,CNC,small_cap
MAGADSUGAR,MAGADSUGAR-EQ,,20000,*,B,CNC,small_cap
MAGNUM,MAGNUM-EQ,,20000,*,B,CNC,small_cap
MAHABANK,MAHABANK-EQ,,30000,*,B,CNC,mid_cap
MAHAPEXLTD,MAHAPEXLTD-EQ,,20000,*,B,CNC,small_cap
MAHASTEEL,MAHASTEEL-EQ,,20000,*,B,CNC,small_cap
MAHEPC,MAHEPC-EQ,,20000,*,B,CNC,small_cap
MAHESHWARI,MAHESHWARI-EQ,,20000,*,B,CNC,small_cap
MAHLIFE,MAHLIFE-EQ,,20000,*,B,CNC,small_cap
MAHLOG,MAHLOG-EQ,,20000,*,B,CNC,small_cap
MAHSCOOTER,MAHSCOOTER-EQ,,20000,*,B,CNC,small_cap
MAHSEAMLES,MAHSEAMLES-EQ,,20000,*,B,CNC,small_cap
MAITHANALL,MAITHANALL-EQ,,20000,*,B,CNC,small_cap
MAJESAUT,MAJESAUT-EQ,,20000,*,B,CNC,small_cap
MALLCOM,MALLCOM-EQ,,20000,*,B,CNC,small_cap
MALUPAPER,MALUPAPER-EQ,,20000,*,B,CNC,small_cap
MAMATA,MAMATA-EQ,,20000,*,B,CNC,small_cap
MANAKALUCO,MANAKALUCO-EQ,,20000,*,B,CNC,small_cap
MANAKCOAT,MANAKCOAT-EQ,,20000,*,B,CNC,small_cap
MANAKSIA,MANAKSIA-EQ,,20000,*,B,CNC,small_cap
MANAKSTEEL,MANAKSTEEL-EQ,,20000,*,B,CNC,small_cap
MANALIPETC,MANALIPETC-EQ,,20000,*,B,CNC,small_cap
MANAPPURAM,MANAPPURAM-EQ,,20000,*,B,CNC,small_cap
MANBA,MANBA-EQ,,20000,*,B,CNC,small_cap
MANCREDIT,MANCREDIT-EQ,,20000,*,B,CNC,small_cap
MANGALAM,MANGALAM-EQ,,20000,*,B,CNC,small_cap
MANGLMCEM,MANGLMCEM-EQ,,20000,*,B,CNC,small_cap
MANINDS,MANINDS-EQ,,20000,*,B,CNC,small_cap
MANINFRA,MANINFRA-EQ,,20000,*,B,CNC,small_cap
MANKIND,MANKIND-EQ,,30000,*,B,CNC,mid_cap
MANOMAY,MANOMAY-EQ,,20000,*,B,CNC,small_cap
MANORAMA,MANORAMA-EQ,,20000,*,B,CNC,small_cap
MANORG,MANORG-EQ,,20000,*,B,CNC,small_cap
MANUGRAPH,MANUGRAPH-EQ,,20000,*,B,CNC,small_cap
MANYAVAR,MANYAVAR-EQ,,20000,*,B,CNC,small_cap
MAPMYINDIA,MAPMYINDIA-EQ,,20000,*,B,CNC,small_cap
MARALOVER,MARALOVER-EQ,,20000,*,B,CNC,small_cap
MARATHON,MARATHON-EQ,,20000,*,B,CNC,small_cap
MARICO,MARICO-EQ,,50000,*,B,CNC,large_cap
MARINE,MARINE-EQ,,20000,*,B,CNC,small_cap
MARKOLINES,MARKOLINES-EQ,,20000,*,B,CNC,small_cap
MARKSANS,MARKSANS-EQ,,20000,*,B,CNC,small_cap
MARSONS,MARSONS-EQ,,20000,*,B,CNC,small_cap
MARUTI,MARUTI-EQ,,50000,*,B,CNC,large_cap
MASFIN,MASFIN-EQ,,20000,*,B,CNC,small_cap
MASKINVEST,MASKINVEST-EQ,,20000,*,B,CNC,small_cap
MASTEK,MASTEK-EQ,,20000,*,B,CNC,small_cap
MASTERTR,MASTERTR-EQ,,20000,*,B,CNC,small_cap
MATRIMONY,MATRIMONY-EQ,,20000,*,B,CNC,small_cap
MAWANASUG,MAWANASUG-EQ,,20000,*,B,CNC,small_cap
MAXESTATES,MAXESTATES-EQ,,20000,*,B,CNC,small_cap
MAXHEALTH,MAXHEALTH-EQ,,30000,*,B,CNC,mid_cap
MAXIND,MAXIND-EQ,,20000,*,B,CNC,small_cap
MAYURUNIQ,MAYURUNIQ-EQ,,20000,*,B,CNC,small_cap
MAZDA,MAZDA-EQ,,20000,*,B,CNC,small_cap
MAZDOCK,MAZDOCK-EQ,,30000,*,B,CNC,mid_cap
MBAPL,MBAPL-EQ,,20000,*,B,CNC,small_cap
MBEL,MBEL-EQ,,20000,*,B,CNC,small_cap
MBLINFRA,MBLINFRA-EQ,,20000,*,B,CNC,small_cap
MCCHRLS-B,MCCHRLS-B-EQ,,20000,*,B,CNC,small_cap
MCL,MCL-EQ,,20000,*,B,CNC,small_cap
MCLEODRUSS,MCLEODRUSS-EQ,,20000,*,B,CNC,small_cap
MCLOUD,MCLOUD-EQ,,20000,*,B,CNC,small_cap
MCX,MCX-EQ,,20000,*,B,CNC,small_cap
MEDANTA,MEDANTA-EQ,,30000,*,B,CNC,mid_cap
MEDIASSIST,MEDIASSIST-EQ,,20000,*,B,CNC,small_cap
MEDICAMEQ,MEDICAMEQ-EQ,,20000,*,B,CNC,small_cap
MEDICO,MEDICO-EQ,,20000,*,B,CNC,small_cap
MEDPLUS,MEDPLUS-EQ,,20000,*,B,CNC,small_cap
MEESHO,MEESHO-EQ,,20000,*,B,CNC,small_cap
MEGASTAR,MEGASTAR-EQ,,20000,*,B,CNC,small_cap
MEIL,MEIL-EQ,,20000,*,B,CNC,small_cap
MENNPIS,MENNPIS-EQ,,20000,*,B,CNC,small_cap
MENONBE,MENONBE-EQ,,20000,*,B,CNC,small_cap
MEP,MEP-EQ,,20000,*,B,CNC,small_cap
MERCANTILE,MERCANTILE-EQ,,20000,*,B,CNC,small_cap
METROBRAND,METROBRAND-EQ,,20000,*,B,CNC,small_cap
METROGLOBL,METROGLOBL-EQ,,20000,*,B,CNC,small_cap
METROPOLIS,METROPOLIS-EQ,,20000,*,B,CNC,small_cap
MFML,MFML-EQ,,20000,*,B,CNC,small_cap
MFSL,MFSL-EQ,,30000,*,B,CNC,mid_cap
MGEL,MGEL-EQ,,20000,*,B,CNC,small_cap
MGL,MGL-EQ,,20000,*,B,CNC,small_cap
MHLXMIRU,MHLXMIRU-EQ,,20000,*,B,CNC,small_cap
MHRIL,MHRIL-EQ,,20000,*,B,CNC,small_cap
MICEL,MICEL-EQ,,20000,*,B,CNC,small_cap
MIDHANI,MIDHANI-EQ,,20000,*,B,CNC,small_cap
MIDWESTLTD,MIDWESTLTD-EQ,,20000,*,B,CNC,small_cap
MINDACORP,MINDACORP-EQ,,20000,*,B,CNC,small_cap
MINDTECK,MINDTECK-EQ,,20000,*,B,CNC,small_cap
MIRCELECTR,MIRCELECTR-EQ,,20000,*,B,CNC,small_cap
MIRZAINT,MIRZAINT-EQ,,20000,*,B,CNC,small_cap
MITCON,MITCON-EQ,,20000,*,B,CNC,small_cap
MITTAL,MITTAL-EQ,,20000,*,B,CNC,small_cap
MKPL,MKPL-EQ,,20000,*,B,CNC,small_cap
MMFL,MMFL-EQ,,20000,*,B,CNC,small_cap
MMP,MMP-EQ,,20000,*,B,CNC,small_cap
MMTC,MMTC-EQ,,20000,*,B,CNC,small_cap
MMWL,MMWL-EQ,,20000,*,B,CNC,small_cap
MOBIKWIK,MOBIKWIK-EQ,,20000,*,B,CNC,small_cap
MODINATUR,MODINATUR-EQ,,20000,*,B,CNC,small_cap
MODIRUBBER,MODIRUBBER-EQ,,20000,*,B,CNC,small_cap
MODIS,MODIS-EQ,,20000,*,B,CNC,small_cap
MODISONLTD,MODISONLTD-EQ,,20000,*,B,CNC,small_cap
MODTHREAD,MODTHREAD-EQ,,20000,*,B,CNC,small_cap
MOHITIND,MOHITIND-EQ,,20000,*,B,CNC,small_cap
MOIL,MOIL-EQ,,20000,*,B,CNC,small_cap
MOKSH,MOKSH-EQ,,20000,*,B,CNC,small_cap
MOL,MOL-EQ,,20000,*,B,CNC,small_cap
MOLDTECH,MOLDTECH-EQ,,20000,*,B,CNC,small_cap
MOLDTKPAC,MOLDTKPAC-EQ,,20000,*,B,CNC,small_cap
MONARCH,MONARCH-EQ,,20000,*,B,CNC,small_cap
MONEYBOXX,MONEYBOXX-EQ,,20000,*,B,CNC,small_cap
MONTECARLO,MONTECARLO-EQ,,20000,*,B,CNC,small_cap
MORARJEE,MORARJEE-EQ,,20000,*,B,CNC,small_cap
MOREPENLAB,MOREPENLAB-EQ,,20000,*,B,CNC,small_cap
MOSCHIP,MOSCHIP-EQ,,20000,*,B,CNC,small_cap
MOTHERSON,MOTHERSON-EQ,,20000,*,B,CNC,small_cap
MOTILALOFS,MOTILALOFS-EQ,,30000,*,B,CNC,mid_cap
MOTISONS,MOTISONS-EQ,,20000,*,B,CNC,small_cap
MOTOGENFIN,MOTOGENFIN-EQ,,20000,*,B,CNC,small_cap
MPHASIS,MPHASIS-EQ,,30000,*,B,CNC,mid_cap
MPSLTD,MPSLTD-EQ,,20000,*,B,CNC,small_cap
MRF,MRF-EQ,,30000,*,B,CNC,mid_cap
MRPL,MRPL-EQ,,30000,*,B,CNC,mid_cap
MSPL,MSPL-EQ,,20000,*,B,CNC,small_cap
MSTCLTD,MSTCLTD-EQ,,20000,*,B,CNC,small_cap
MSUMI,MSUMI-EQ,,30000,*,B,CNC,mid_cap
MTARTECH,MTARTECH-EQ,,20000,*,B,CNC,small_cap
MTEDUCARE,MTEDUCARE-EQ,,20000,*,B,CNC,small_cap
MTNL,MTNL-EQ,,20000,*,B,CNC,small_cap
MUFIN,MUFIN-EQ,,20000,*,B,CNC,small_cap
MUFTI,MUFTI-EQ,,20000,*,B,CNC,small_cap
MUKANDLTD,MUKANDLTD-EQ,,20000,*,B,CNC,small_cap
MUKKA,MUKKA-EQ,,20000,*,B,CNC,small_cap
MUKTAARTS,MUKTAARTS-EQ,,20000,*,B,CNC,small_cap
MUNJALAU,MUNJALAU-EQ,,20000,*,B,CNC,small_cap
MUNJALSHOW,MUNJALSHOW-EQ,,20000,*,B,CNC,small_cap
MURUDCERA,MURUDCERA-EQ,,20000,*,B,CNC,small_cap
MUTHOOTCAP,MUTHOOTCAP-EQ,,20000,*,B,CNC,small_cap
MUTHOOTFIN,MUTHOOTFIN-EQ,,50000,*,B,CNC,large_cap
MUTHOOTMF,MUTHOOTMF-EQ,,20000,*,B,CNC,small_cap
MVGJL,MVGJL-EQ,,20000,*,B,CNC,small_cap
MWL,MWL-EQ,,20000,*,B,CNC,small_cap
NACLIND,NACLIND-EQ,,20000,*,B,CNC,small_cap
NAGAFERT,NAGAFERT-EQ,,20000,*,B,CNC,small_cap
NAGREEKCAP,NAGREEKCAP-EQ,,20000,*,B,CNC,small_cap
NAGREEKEXP,NAGREEKEXP-EQ,,20000,*,B,CNC,small_cap
NAHARCAP,NAHARCAP-EQ,,20000,*,B,CNC,small_cap
NAHARINDUS,NAHARINDUS-EQ,,20000,*,B,CNC,small_cap
NAHARPOLY,NAHARPOLY-EQ,,20000,*,B,CNC,small_cap
NAHARSPING,NAHARSPING-EQ,,20000,*,B,CNC,small_cap
NAM-INDIA,NAM-INDIA-EQ,,20000,*,B,CNC,small_cap
NARMADA,NARMADA-EQ,,20000,*,B,CNC,small_cap
NATCAPSUQ,NATCAPSUQ-EQ,,20000,*,B,CNC,small_cap
NATCOPHARM,NATCOPHARM-EQ,,20000,*,B,CNC,small_cap
NATHBIOGEN,NATHBIOGEN-EQ,,20000,*,B,CNC,small_cap
NATIONALUM,NATIONALUM-EQ,,30000,*,B,CNC,mid_cap
NATIONSTD,NATIONSTD-EQ,,20000,*,B,CNC,small_cap
NAUKRI,NAUKRI-EQ,,50000,*,B,CNC,large_cap
NAVA,NAVA-EQ,,20000,*,B,CNC,small_cap
NAVINFLUOR,NAVINFLUOR-EQ,,20000,*,B,CNC,small_cap
NAVKARCORP,NAVKARCORP-EQ,,20000,*,B,CNC,small_cap
NAVKARURB,NAVKARURB-EQ,,20000,*,B,CNC,small_cap
NAVNETEDUL,NAVNETEDUL-EQ,,20000,*,B,CNC,small_cap
NAZARA,NAZARA-EQ,,20000,*,B,CNC,small_cap
NBCC,NBCC-EQ,,20000,*,B,CNC,small_cap
NBIFIN,NBIFIN-EQ,,20000,*,B,CNC,small_cap
NCC,NCC-EQ,,20000,*,B,CNC,small_cap
NCLIND,NCLIND-EQ,,20000,*,B,CNC,small_cap
NDGL,NDGL-EQ,,20000,*,B,CNC,small_cap
NDL,NDL-EQ,,20000,*,B,CNC,small_cap
NDLVENTURE,NDLVENTURE-EQ,,20000,*,B,CNC,small_cap
NDRAUTO,NDRAUTO-EQ,,20000,*,B,CNC,small_cap
NDTV,NDTV-EQ,,20000,*,B,CNC,small_cap
NEAGI,NEAGI-EQ,,20000,*,B,CNC,small_cap
NECCLTD,NECCLTD-EQ,,20000,*,B,CNC,small_cap
NECLIFE,NECLIFE-EQ,,20000,*,B,CNC,small_cap
NELCAST,NELCAST-EQ,,20000,*,B,CNC,small_cap
NELCO,NELCO-EQ,,20000,*,B,CNC,small_cap
NEOGEN,NEOGEN-EQ,,20000,*,B,CNC,small_cap
NEPHROPLUS,NEPHROPLUS-EQ,,20000,*,B,CNC,small_cap
NESCO,NESCO-EQ,,20000,*,B,CNC,small_cap
NESTLEIND,NESTLEIND-EQ,,50000,*,B,CNC,large_cap
NETWEB,NETWEB-EQ,,20000,*,B,CNC,small_cap
NETWORK18,NETWORK18-EQ,,20000,*,B,CNC,small_cap
NEULANDLAB,NEULANDLAB-EQ,,20000,*,B,CNC,small_cap
NEWGEN,NEWGEN-EQ,,20000,*,B,CNC,small_cap
NEXTMEDIA,NEXTMEDIA-EQ,,20000,*,B,CNC,small_cap
NFL,NFL-EQ,,20000,*,B,CNC,small_cap
NGIL,NGIL-EQ,,20000,*,B,CNC,small_cap
NGLFINE,NGLFINE-EQ,,20000,*,B,CNC,small_cap
NH,NH-EQ,,20000,*,B,CNC,small_cap
NHPC,NHPC-EQ,,30000,*,B,CNC,mid_cap
NIACL,NIACL-EQ,,30000,*,B,CNC,mid_cap
NIBE,NIBE-EQ,,20000,*,B,CNC,small_cap
NIBL,NIBL-EQ,,20000,*,B,CNC,small_cap
NIITLTD,NIITLTD-EQ,,20000,*,B,CNC,small_cap
NIITMTS,NIITMTS-EQ,,20000,*,B,CNC,small_cap
NILAINFRA,NILAINFRA-EQ,,20000,*,B,CNC,small_cap
NILASPACES,NILASPACES-EQ,,20000,*,B,CNC,small_cap
NILE,NILE-EQ,,20000,*,B,CNC,small_cap
NILKAMAL,NILKAMAL-EQ,,20000,*,B,CNC,small_cap
NIMBSPROJ,NIMBSPROJ-EQ,,20000,*,B,CNC,small_cap
NINSYS,NINSYS-EQ,,20000,*,B,CNC,small_cap
NIPPOBATRY,NIPPOBATRY-EQ,,20000,*,B,CNC,small_cap
NIRAJ,NIRAJ-EQ,,20000,*,B,CNC,small_cap
NIRAJISPAT,NIRAJISPAT-EQ,,20000,*,B,CNC,small_cap
NIRLON,NIRLON-EQ,,20000,*,B,CNC,small_cap
NITCO,NITCO-EQ,,20000,*,B,CNC,small_cap
NITINSPIN,NITINSPIN-EQ,,20000,*,B,CNC,small_cap
NITIRAJ,NITIRAJ-EQ,,20000,*,B,CNC,small_cap
NITTAGELA,NITTAGELA-EQ,,20000,*,B,CNC,small_cap
NIVABUPA,NIVABUPA-EQ,,20000,*,B,CNC,small_cap
NKIND,NKIND-EQ,,20000,*,B,CNC,small_cap
NLCINDIA,NLCINDIA-EQ,,30000,*,B,CNC,mid_cap
NMDC,NMDC-EQ,,30000,*,B,CNC,mid_cap
NOCIL,NOCIL-EQ,,20000,*,B,CNC,small_cap
NOIDATOLL,NOIDATOLL-EQ,,20000,*,B,CNC,small_cap
NORBTEAEXP,NORBTEAEXP-EQ,,20000,*,B,CNC,small_cap
NORTHARC,NORTHARC-EQ,,20000,*,B,CNC,small_cap
NOVAAGRI,NOVAAGRI-EQ,,20000,*,B,CNC,small_cap
NOVARTIND,NOVARTIND-EQ,,20000,*,B,CNC,small_cap
NPST,NPST-EQ,,20000,*,B,CNC,small_cap
NRAIL,NRAIL-EQ,,20000,*,B,CNC,small_cap
NRBBEARING,NRBBEARING-EQ,,20000,*,B,CNC,small_cap
NRL,NRL-EQ,,20000,*,B,CNC,small_cap
NSIL,NSIL-EQ,,20000,*,B,CNC,small_cap
NSLNISP,NSLNISP-EQ,,20000,*,B,CNC,small_cap
NTPC,NTPC-EQ,,50000,*,B,CNC,large_cap
NTPCGREEN,NTPCGREEN-EQ,,30000,*,B,CNC,mid_cap
NUCLEUS,NUCLEUS-EQ,,20000,*,B,CNC,small_cap
NURECA,NURECA-EQ,,20000,*,B,CNC,small_cap
NUVAMA,NUVAMA-EQ,,20000,*,B,CNC,small_cap
NUVOCO,NUVOCO-EQ,,20000,*,B,CNC,small_cap
NYKAA,NYKAA-EQ,,30000,*,B,CNC,mid_cap
OAL,OAL-EQ,,20000,*,B,CNC,small_cap
OBCL,OBCL-EQ,,20000,*,B,CNC,small_cap
OBEROIRLTY,OBEROIRLTY-EQ,,30000,*,B,CNC,mid_cap
OCCLLTD,OCCLLTD-EQ,,20000,*,B,CNC,small_cap
ODIGMA,ODIGMA-EQ,,20000,*,B,CNC,small_cap
OFSS,OFSS-EQ,,30000,*,B,CNC,mid_cap
OIL,OIL-EQ,,30000,*,B,CNC,mid_cap
OILCOUNTUB,OILCOUNTUB-EQ,,20000,*,B,CNC,small_cap
OLAELEC,OLAELEC-EQ,,30000,*,B,CNC,mid_cap
OLECTRA,OLECTRA-EQ,,20000,*,B,CNC,small_cap
OMAXAUTO,OMAXAUTO-EQ,,20000,*,B,CNC,small_cap
OMAXE,OMAXE-EQ,,20000,*,B,CNC,small_cap
OMFREIGHT,OMFREIGHT-EQ,,20000,*,B,CNC,small_cap
OMINFRAL,OMINFRAL-EQ,,20000,*,B,CNC,small_cap
OMNI,OMNI-EQ,,20000,*,B,CNC,small_cap
OMPOWER,OMPOWER-EQ,,20000,*,B,CNC,small_cap
ONELIFECAP,ONELIFECAP-EQ,,20000,*,B,CNC,small_cap
ONEPOINT,ONEPOINT-EQ,,20000,*,B,CNC,small_cap
ONESOURCE,ONESOURCE-EQ,,20000,*,B,CNC,small_cap
ONGC,ONGC-EQ,,50000,*,B,CNC,large_cap
ONMOBILE,ONMOBILE-EQ,,20000,*,B,CNC,small_cap
ONWARDTEC,ONWARDTEC-EQ,,20000,*,B,CNC,small_cap
OPTIEMUS,OPTIEMUS-EQ,,20000,*,B,CNC,small_cap
ORBTEXP,ORBTEXP-EQ,,20000,*,B,CNC,small_cap
ORCHASP,ORCHASP-EQ,,20000,*,B,CNC,small_cap
ORCHPHARMA,ORCHPHARMA-EQ,,20000,*,B,CNC,small_cap
ORICONENT,ORICONENT-EQ,,20000,*,B,CNC,small_cap
ORIENTALTL,ORIENTALTL-EQ,,20000,*,B,CNC,small_cap
ORIENTBELL,ORIENTBELL-EQ,,20000,*,B,CNC,small_cap
ORIENTCEM,ORIENTCEM-EQ,,20000,*,B,CNC,small_cap
ORIENTCER,ORIENTCER-EQ,,20000,*,B,CNC,small_cap
ORIENTELEC,ORIENTELEC-EQ,,20000,*,B,CNC,small_cap
ORIENTHOT,ORIENTHOT-EQ,,20000,*,B,CNC,small_cap
ORIENTLTD,ORIENTLTD-EQ,,20000,*,B,CNC,small_cap
ORIENTPPR,ORIENTPPR-EQ,,20000,*,B,CNC,small_cap
ORIENTTECH,ORIENTTECH-EQ,,20000,*,B,CNC,small_cap
ORISSAMINE,ORISSAMINE-EQ,,20000,*,B,CNC,small_cap
ORKLAINDIA,ORKLAINDIA-EQ,,20000,*,B,CNC,small_cap
ORTEL,ORTEL-EQ,,20000,*,B,CNC,small_cap
ORTINGLOBE,ORTINGLOBE-EQ,,20000,*,B,CNC,small_cap
OSIAHYPER,OSIAHYPER-EQ,,20000,*,B,CNC,small_cap
OSWALAGRO,OSWALAGRO-EQ,,20000,*,B,CNC,small_cap
OSWALGREEN,OSWALGREEN-EQ,,20000,*,B,CNC,small_cap
OSWALPUMPS,OSWALPUMPS-EQ,,20000,*,B,CNC,small_cap
OSWALSEEDS,OSWALSEEDS-EQ,,20000,*,B,CNC,small_cap
PACEDIGITK,PACEDIGITK-EQ,,20000,*,B,CNC,small_cap
PAGEIND,PAGEIND-EQ,,50000,*,B,CNC,large_cap
PAISALO,PAISALO-EQ,,20000,*,B,CNC,small_cap
PAKKA,PAKKA-EQ,,20000,*,B,CNC,small_cap
PALASHSECU,PALASHSECU-EQ,,20000,*,B,CNC,small_cap
PALREDTEC,PALREDTEC-EQ,,20000,*,B,CNC,small_cap
PANACEABIO,PANACEABIO-EQ,,20000,*,B,CNC,small_cap
PANACHE,PANACHE-EQ,,20000,*,B,CNC,small_cap
PANAMAPET,PANAMAPET-EQ,,20000,*,B,CNC,small_cap
PANSARI,PANSARI-EQ,,20000,*,B,CNC,small_cap
PAR,PAR-EQ,,20000,*,B,CNC,small_cap
PARACABLES,PARACABLES-EQ,,20000,*,B,CNC,small_cap
PARADEEP,PARADEEP-EQ,,20000,*,B,CNC,small_cap
PARAGMILK,PARAGMILK-EQ,,20000,*,B,CNC,small_cap
PARAS,PARAS-EQ,,20000,*,B,CNC,small_cap
PARASPETRO,PARASPETRO-EQ,,20000,*,B,CNC,small_cap
PARKHOSPS,PARKHOSPS-EQ,,20000,*,B,CNC,small_cap
PARKHOTELS,PARKHOTELS-EQ,,20000,*,B,CNC,small_cap
PARSVNATH,PARSVNATH-EQ,,20000,*,B,CNC,small_cap
PASHUPATI,PASHUPATI-EQ,,20000,*,B,CNC,small_cap
PASUPTAC,PASUPTAC-EQ,,20000,*,B,CNC,small_cap
PATANJALI,PATANJALI-EQ,,30000,*,B,CNC,mid_cap
PATELENG,PATELENG-EQ,,20000,*,B,CNC,small_cap
PATELRMART,PATELRMART-EQ,,20000,*,B,CNC,small_cap
PATINTLOG,PATINTLOG-EQ,,20000,*,B,CNC,small_cap
PAUSHAKLTD,PAUSHAKLTD-EQ,,20000,*,B,CNC,small_cap
PAVNAIND,PAVNAIND-EQ,,20000,*,B,CNC,small_cap
PAYTM,PAYTM-EQ,,30000,*,B,CNC,mid_cap
PCBL,PCBL-EQ,,20000,*,B,CNC,small_cap
PCJEWELLER,PCJEWELLER-EQ,,20000,*,B,CNC,small_cap
PDMJEPAPER,PDMJEPAPER-EQ,,20000,*,B,CNC,small_cap
PDSL,PDSL-EQ,,20000,*,B,CNC,small_cap
PEARLPOLY,PEARLPOLY-EQ,,20000,*,B,CNC,small_cap
PENIND,PENIND-EQ,,20000,*,B,CNC,small_cap
PENINLAND,PENINLAND-EQ,,20000,*,B,CNC,small_cap
