chartink_symbol,nse_symbol,quantity,amount,broker,transaction_type,product,category
CAPTRUST,CAPTRUST-EQ,,20000,*,B,CNC,small_cap
CARBORUNIV,CARBORUNIV-EQ,,20000,*,B,CNC,small_cap
CARERATING,CARERATING-EQ,,20000,*,B,CNC,small_cap
CARRARO,CARRARO-EQ,,20000,*,B,CNC,small_cap
CARTRADE,CARTRADE-EQ,,20000,*,B,CNC,small_cap
CARYSIL,CARYSIL-EQ,,20000,*,B,CNC,small_cap
CASTROLIND,CASTROLIND-EQ,,20000,*,B,CNC,small_cap
CCAVENUE,CCAVENUE-EQ,,20000,*,B,CNC,small_cap
CCCL,CCCL-EQ,,20000,*,B,CNC,small_cap
CCHHL,CCHHL-EQ,,20000,*,B,CNC,small_cap
CCL,CCL-EQ,,20000,*,B,CNC,small_cap
CDSL,CDSL-EQ,,20000,*,B,CNC,small_cap
CEATLTD,CEATLTD-EQ,,20000,*,B,CNC,small_cap
CEIGALL,CEIGALL-EQ,,20000,*,B,CNC,small_cap
CEINSYS,CEINSYS-EQ,,20000,*,B,CNC,small_cap
CELEBRITY,CELEBRITY-EQ,,20000,*,B,CNC,small_cap
CELLO,CELLO-EQ,,20000,*,B,CNC,small_cap
CEMPRO,CEMPRO-EQ,,20000,*,B,CNC,small_cap
CENTENKA,CENTENKA-EQ,,20000,*,B,CNC,small_cap
CENTEXT,CENTEXT-EQ,,20000,*,B,CNC,small_cap
CENTRALBK,CENTRALBK-EQ,,20000,*,B,CNC,small_cap
CENTRUM,CENTRUM-EQ,,20000,*,B,CNC,small_cap
CENTUM,CENTUM-EQ,,20000,*,B,CNC,small_cap
CENTURYPLY,CENTURYPLY-EQ,,20000,*,B,CNC,small_cap
CERA,CERA-EQ,,20000,*,B,CNC,small_cap
CEREBRAINT,CEREBRAINT-EQ,,20000,*,B,CNC,small_cap
CESC,CESC-EQ,,20000,*,B,CNC,small_cap
CEWATER,CEWATER-EQ,,20000,*,B,CNC,small_cap
CGCL,CGCL-EQ,,20000,*,B,CNC,small_cap
CGPOWER,CGPOWER-EQ,,20000,*,B,CNC,small_cap
CHALET,CHALET-EQ,,20000,*,B,CNC,small_cap
CHAMBLFERT,CHAMBLFERT-EQ,,20000,*,B,CNC,small_cap
CHEMBOND,CHEMBOND-EQ,,20000,*,B,CNC,small_cap
CHEMBONDCH,CHEMBONDCH-EQ,,20000,*,B,CNC,small_cap
CHEMCON,CHEMCON-EQ,,20000,*,B,CNC,small_cap
CHEMFAB,CHEMFAB-EQ,,20000,*,B,CNC,small_cap
CHEMPLASTS,CHEMPLASTS-EQ,,20000,*,B,CNC,small_cap
CHENNPETRO,CHENNPETRO-EQ,,20000,*,B,CNC,small_cap
CHEVIOT,CHEVIOT-EQ,,20000,*,B,CNC,small_cap
CHOICEIN,CHOICEIN-EQ,,20000,*,B,CNC,small_cap
CHOLAFIN,CHOLAFIN-EQ,,20000,*,B,CNC,small_cap
CHOLAHLDNG,CHOLAHLDNG-EQ,,20000,*,B,CNC,small_cap
CIEINDIA,CIEINDIA-EQ,,20000,*,B,CNC,small_cap
CIFL,CIFL-EQ,,20000,*,B,CNC,small_cap
CINELINE,CINELINE-EQ,,20000,*,B,CNC,small_cap
CINEVISTA,CINEVISTA-EQ,,20000,*,B,CNC,small_cap
CIPLA,CIPLA-EQ,,50000,*,B,CNC,large_cap
CLEAN,CLEAN-EQ,,20000,*,B,CNC,small_cap
CLEANMAX,CLEANMAX-EQ,,20000,*,B,CNC,small_cap
CLEDUCATE,CLEDUCATE-EQ,,20000,*,B,CNC,small_cap
CLSEL,CLSEL-EQ,,20000,*,B,CNC,small_cap
CMPDI,CMPDI-EQ,,20000,*,B,CNC,small_cap
CMSINFO,CMSINFO-EQ,,20000,*,B,CNC,small_cap
CNL,CNL-EQ,,20000,*,B,CNC,small_cap
COALINDIA,COALINDIA-EQ,,50000,*,B,CNC,large_cap
COASTCORP,COASTCORP-EQ,,20000,*,B,CNC,small_cap
COCHINSHIP,COCHINSHIP-EQ,,30000,*,B,CNC,mid_cap
COCKERILL,COCKERILL-EQ,,20000,*,B,CNC,small_cap
COFFEEDAY,COFFEEDAY-EQ,,20000,*,B,CNC,small_cap
COFORGE,COFORGE-EQ,,30000,*,B,CNC,mid_cap
COHANCE,COHANCE-EQ,,20000,*,B,CNC,small_cap
COLPAL,COLPAL-EQ,,50000,*,B,CNC,large_cap
COMFINTE,COMFINTE-EQ,,20000,*,B,CNC,small_cap
COMPINFO,COMPINFO-EQ,,20000,*,B,CNC,small_cap
COMPUSOFT,COMPUSOFT-EQ,,20000,*,B,CNC,small_cap
COMSYN,COMSYN-EQ,,20000,*,B,CNC,small_cap
CONCOR,CONCOR-EQ,,30000,*,B,CNC,mid_cap
CONCORDBIO,CONCORDBIO-EQ,,20000,*,B,CNC,small_cap
CONFIPET,CONFIPET-EQ,,20000,*,B,CNC,small_cap
CONSOFINVT,CONSOFINVT-EQ,,20000,*,B,CNC,small_cap
CONTROLPR,CONTROLPR-EQ,,20000,*,B,CNC,small_cap
CORALFINAC,CORALFINAC-EQ,,20000,*,B,CNC,small_cap
CORDSCABLE,CORDSCABLE-EQ,,20000,*,B,CNC,small_cap
COROMANDEL,COROMANDEL-EQ,,30000,*,B,CNC,mid_cap
CORONA,CORONA-EQ,,20000,*,B,CNC,small_cap
COSMOFIRST,COSMOFIRST-EQ,,20000,*,B,CNC,small_cap
COUNCODOS,COUNCODOS-EQ,,20000,*,B,CNC,small_cap
CPCAP,CPCAP-EQ,,20000,*,B,CNC,small_cap
CPEDU,CPEDU-EQ,,20000,*,B,CNC,small_cap
CPPLUS,CPPLUS-EQ,,20000,*,B,CNC,small_cap
CRAFTSMAN,CRAFTSMAN-EQ,,20000,*,B,CNC,small_cap
CRAMC,CRAMC-EQ,,20000,*,B,CNC,small_cap
CREATIVEYE,CREATIVEYE-EQ,,20000,*,B,CNC,small_cap
CREDITACC,CREDITACC-EQ,,20000,*,B,CNC,small_cap
CREST,CREST-EQ,,20000,*,B,CNC,small_cap
CRISIL,CRISIL-EQ,,30000,*,B,CNC,mid_cap
CRIZAC,CRIZAC-EQ,,20000,*,B,CNC,small_cap
CROMPTON,CROMPTON-EQ,,20000,*,B,CNC,small_cap
CROWN,CROWN-EQ,,20000,*,B,CNC,small_cap
CSBBANK,CSBBANK-EQ,,20000,*,B,CNC,small_cap
CSLFINANCE,CSLFINANCE-EQ,,20000,*,B,CNC,small_cap
CTE,CTE-EQ,,20000,*,B,CNC,small_cap
CUB,CUB-EQ,,20000,*,B,CNC,small_cap
CUBEXTUB,CUBEXTUB-EQ,,20000,*,B,CNC,small_cap
CUMMINSIND,CUMMINSIND-EQ,,30000,*,B,CNC,mid_cap
CUPID,CUPID-EQ,,20000,*,B,CNC,small_cap
CURAA,CURAA-EQ,,20000,*,B,CNC,small_cap
CYBERMEDIA,CYBERMEDIA-EQ,,20000,*,B,CNC,small_cap
CYBERTECH,CYBERTECH-EQ,,20000,*,B,CNC,small_cap
CYIENT,CYIENT-EQ,,20000,*,B,CNC,small_cap
CYIENTDLM,CYIENTDLM-EQ,,20000,*,B,CNC,small_cap
DABUR,DABUR-EQ,,50000,*,B,CNC,large_cap
DAICHI,DAICHI-EQ,,20000,*,B,CNC,small_cap
DALBHARAT,DALBHARAT-EQ,,30000,*,B,CNC,mid_cap
DALMIASUG,DALMIASUG-EQ,,20000,*,B,CNC,small_cap
DAMCAPITAL,DAMCAPITAL-EQ,,20000,*,B,CNC,small_cap
DAMODARIND,DAMODARIND-EQ,,20000,*,B,CNC,small_cap
DANGEE,DANGEE-EQ,,20000,*,B,CNC,small_cap
DATAMATICS,DATAMATICS-EQ,,20000,*,B,CNC,small_cap
DATAPATTNS,DATAPATTNS-EQ,,20000,*,B,CNC,small_cap
DAVANGERE,DAVANGERE-EQ,,20000,*,B,CNC,small_cap
DBCORP,DBCORP-EQ,,20000,*,B,CNC,small_cap
DBEIL,DBEIL-EQ,,20000,*,B,CNC,small_cap
DBL,DBL-EQ,,20000,*,B,CNC,small_cap
DBOL,DBOL-EQ,,20000,*,B,CNC,small_cap
DBREALTY,DBREALTY-EQ,,20000,*,B,CNC,small_cap
DBSTOCKBRO,DBSTOCKBRO-EQ,,20000,*,B,CNC,small_cap
DCAL,DCAL-EQ,,20000,*,B,CNC,small_cap
DCBBANK,DCBBANK-EQ,,20000,*,B,CNC,small_cap
DCI,DCI-EQ,,20000,*,B,CNC,small_cap
DCM,DCM-EQ,,20000,*,B,CNC,small_cap
DCMFINSERV,DCMFINSERV-EQ,,20000,*,B,CNC,small_cap
DCMNVL,DCMNVL-EQ,,20000,*,B,CNC,small_cap
DCMSHRIRAM,DCMSHRIRAM-EQ,,20000,*,B,CNC,small_cap
DCMSIL,DCMSIL-EQ,,20000,*,B,CNC,small_cap
DCMSRIND,DCMSRIND-EQ,,20000,*,B,CNC,small_cap
DCW,DCW-EQ,,20000,*,B,CNC,small_cap
DCXINDIA,DCXINDIA-EQ,,20000,*,B,CNC,small_cap
DDEVPLSTIK,DDEVPLSTIK-EQ,,20000,*,B,CNC,small_cap
DECCANCE,DECCANCE-EQ,,20000,*,B,CNC,small_cap
DECNGOLD,DECNGOLD-EQ,,20000,*,B,CNC,small_cap
DEEDEV,DEEDEV-EQ,,20000,*,B,CNC,small_cap
DEEPAKFERT,DEEPAKFERT-EQ,,20000,*,B,CNC,small_cap
DEEPAKNTR,DEEPAKNTR-EQ,,30000,*,B,CNC,mid_cap
DEEPINDS,DEEPINDS-EQ,,20000,*,B,CNC,small_cap
DELHIVERY,DELHIVERY-EQ,,20000,*,B,CNC,small_cap
DELPHIFX,DELPHIFX-EQ,,20000,*,B,CNC,small_cap
DELTACORP,DELTACORP-EQ,,20000,*,B,CNC,small_cap
DELTAMAGNT,DELTAMAGNT-EQ,,20000,*,B,CNC,small_cap
DEN,DEN-EQ,,20000,*,B,CNC,small_cap
DENORA,DENORA-EQ,,20000,*,B,CNC,small_cap
DENTA,DENTA-EQ,,20000,*,B,CNC,small_cap
DEVIT,DEVIT-EQ,,20000,*,B,CNC,small_cap
DEVX,DEVX-EQ,,20000,*,B,CNC,small_cap
DEVYANI,DEVYANI-EQ,,20000,*,B,CNC,small_cap
DGCONTENT,DGCONTENT-EQ,,20000,*,B,CNC,small_cap
DHAMPURSUG,DHAMPURSUG-EQ,,20000,*,B,CNC,small_cap
DHANBANK,DHANBANK-EQ,,20000,*,B,CNC,small_cap
DHANUKA,DHANUKA-EQ,,20000,*,B,CNC,small_cap
DHARMAJ,DHARMAJ-EQ,,20000,*,B,CNC,small_cap
DHRUV,DHRUV-EQ,,20000,*,B,CNC,small_cap
DHUNINV,DHUNINV-EQ,,20000,*,B,CNC,small_cap
DIACABS,DIACABS-EQ,,20000,*,B,CNC,small_cap
DIAMINESQ,DIAMINESQ-EQ,,20000,*,B,CNC,small_cap
DIAMONDYD,DIAMONDYD-EQ,,20000,*,B,CNC,small_cap
DICIND,DICIND-EQ,,20000,*,B,CNC,small_cap
DIFFNKG,DIFFNKG-EQ,,20000,*,B,CNC,small_cap
DIGIDRIVE,DIGIDRIVE-EQ,,20000,*,B,CNC,small_cap
DIGISPICE,DIGISPICE-EQ,,20000,*,B,CNC,small_cap
DIGITIDE,DIGITIDE-EQ,,20000,*,B,CNC,small_cap
DIGJAMLMTD,DIGJAMLMTD-EQ,,20000,*,B,CNC,small_cap
DISAQ,DISAQ-EQ,,20000,*,B,CNC,small_cap
DISHTV,DISHTV-EQ,,20000,*,B,CNC,small_cap
DIVGIITTS,DIVGIITTS-EQ,,20000,*,B,CNC,small_cap
DIVISLAB,DIVISLAB-EQ,,50000,*,B,CNC,large_cap
DIXON,DIXON-EQ,,30000,*,B,CNC,mid_cap
DJML,DJML-EQ,,20000,*,B,CNC,small_cap
DLF,DLF-EQ,,50000,*,B,CNC,large_cap
DLINKINDIA,DLINKINDIA-EQ,,20000,*,B,CNC,small_cap
DMART,DMART-EQ,,50000,*,B,CNC,large_cap
DMCC,DMCC-EQ,,20000,*,B,CNC,small_cap
DNAMEDIA,DNAMEDIA-EQ,,20000,*,B,CNC,small_cap
DODLA,DODLA-EQ,,20000,*,B,CNC,small_cap
DOLATALGO,DOLATALGO-EQ,,20000,*,B,CNC,small_cap
DOLLAR,DOLLAR-EQ,,20000,*,B,CNC,small_cap
DOLPHIN,DOLPHIN-EQ,,20000,*,B,CNC,small_cap
DOMS,DOMS-EQ,,20000,*,B,CNC,small_cap
DONEAR,DONEAR-EQ,,20000,*,B,CNC,small_cap
DPABHUSHAN,DPABHUSHAN-EQ,,20000,*,B,CNC,small_cap
DPSCLTD,DPSCLTD-EQ,,20000,*,B,CNC,small_cap
DPWIRES,DPWIRES-EQ,,20000,*,B,CNC,small_cap
DRAGARWQ,DRAGARWQ-EQ,,20000,*,B,CNC,small_cap
DRCSYSTEMS,DRCSYSTEMS-EQ,,20000,*,B,CNC,small_cap
DREAMFOLKS,DREAMFOLKS-EQ,,20000,*,B,CNC,small_cap
DREDGECORP,DREDGECORP-EQ,,20000,*,B,CNC,small_cap
DRREDDY,DRREDDY-EQ,,50000,*,B,CNC,large_cap
DSFCL,DSFCL-EQ,,20000,*,B,CNC,small_cap
DSSL,DSSL-EQ,,20000,*,B,CNC,small_cap
DTIL,DTIL-EQ,,20000,*,B,CNC,small_cap
DUCON,DUCON-EQ,,20000,*,B,CNC,small_cap
DVL,DVL-EQ,,20000,*,B,CNC,small_cap
DWARKESH,DWARKESH-EQ,,20000,*,B,CNC,small_cap
DYCL,DYCL-EQ,,20000,*,B,CNC,small_cap
DYNAMATECH,DYNAMATECH-EQ,,20000,*,B,CNC,small_cap
DYNPRO,DYNPRO-EQ,,20000,*,B,CNC,small_cap
E2E,E2E-EQ,,20000,*,B,CNC,small_cap
EASEMYTRIP,EASEMYTRIP-EQ,,20000,*,B,CNC,small_cap
EASTSILK,EASTSILK-EQ,,20000,*,B,CNC,small_cap
EBGNG,EBGNG-EQ,,20000,*,B,CNC,small_cap
ECLERX,ECLERX-EQ,,20000,*,B,CNC,small_cap
ECOSMOBLTY,ECOSMOBLTY-EQ,,20000,*,B,CNC,small_cap
EDELWEISS,EDELWEISS-EQ,,20000,*,B,CNC,small_cap
EFCIL,EFCIL-EQ,,20000,*,B,CNC,small_cap
EICHERMOT,EICHERMOT-EQ,,50000,*,B,CNC,large_cap
EIDPARRY,EIDPARRY-EQ,,20000,*,B,CNC,small_cap
EIEL,EIEL-EQ,,20000,*,B,CNC,small_cap
EIFFL,EIFFL-EQ,,20000,*,B,CNC,small_cap
EIHAHOTELS,EIHAHOTELS-EQ,,20000,*,B,CNC,small_cap
EIHOTEL,EIHOTEL-EQ,,20000,*,B,CNC,small_cap
EIMCOELECO,EIMCOELECO-EQ,,20000,*,B,CNC,small_cap
EKC,EKC-EQ,,20000,*,B,CNC,small_cap
ELANTAS,ELANTAS-EQ,,20000,*,B,CNC,small_cap
ELCIDIN,ELCIDIN-EQ,,20000,*,B,CNC,small_cap
ELDEHSG,ELDEHSG-EQ,,20000,*,B,CNC,small_cap
ELECON,ELECON-EQ,,20000,*,B,CNC,small_cap
ELECTCAST,ELECTCAST-EQ,,20000,*,B,CNC,small_cap
ELECTHERM,ELECTHERM-EQ,,20000,*,B,CNC,small_cap
ELGIEQUIP,ELGIEQUIP-EQ,,20000,*,B,CNC,small_cap
ELGIRUBCO,ELGIRUBCO-EQ,,20000,*,B,CNC,small_cap
ELIN,ELIN-EQ,,20000,*,B,CNC,small_cap
ELITECON,ELITECON-EQ,,20000,*,B,CNC,small_cap
ELLEN,ELLEN-EQ,,20000,*,B,CNC,small_cap
ELPROINTL,ELPROINTL-EQ,,20000,*,B,CNC,small_cap
EMAMILTD,EMAMILTD-EQ,,30000,*,B,CNC,mid_cap
EMAMIPAP,EMAMIPAP-EQ,,20000,*,B,CNC,small_cap
EMAMIREAL,EMAMIREAL-EQ,,20000,*,B,CNC,small_cap
EMBDL,EMBDL-EQ,,20000,*,B,CNC,small_cap
EMCURE,EMCURE-EQ,,20000,*,B,CNC,small_cap
EMIL,EMIL-EQ,,20000,*,B,CNC,small_cap
EMKAY,EMKAY-EQ,,20000,*,B,CNC,small_cap
EMMBI,EMMBI-EQ,,20000,*,B,CNC,small_cap
EMMVEE,EMMVEE-EQ,,20000,*,B,CNC,small_cap
EMPOWER,EMPOWER-EQ,,20000,*,B,CNC,small_cap
EMSLIMITED,EMSLIMITED-EQ,,20000,*,B,CNC,small_cap
EMUDHRA,EMUDHRA-EQ,,20000,*,B,CNC,small_cap
ENDURANCE,ENDURANCE-EQ,,30000,*,B,CNC,mid_cap
ENERGYDEV,ENERGYDEV-EQ,,20000,*,B,CNC,small_cap
ENGINERSIN,ENGINERSIN-EQ,,20000,*,B,CNC,small_cap
ENIL,ENIL-EQ,,20000,*,B,CNC,small_cap
ENRIN,ENRIN-EQ,,20000,*,B,CNC,small_cap
ENTERO,ENTERO-EQ,,20000,*,B,CNC,small_cap
EPACK,EPACK-EQ,,20000,*,B,CNC,small_cap
EPACKPEB,EPACKPEB-EQ,,20000,*,B,CNC,small_cap
EPIGRAL,EPIGRAL-EQ,,20000,*,B,CNC,small_cap
EPL,EPL-EQ,,20000,*,B,CNC,small_cap
EQUIPPP,EQUIPPP-EQ,,20000,*,B,CNC,small_cap
EQUITASBNK,EQUITASBNK-EQ,,20000,*,B,CNC,small_cap
ERIS,ERIS-EQ,,20000,*,B,CNC,small_cap
ESABINDIA,ESABINDIA-EQ,,20000,*,B,CNC,small_cap
ESAFSFB,ESAFSFB-EQ,,20000,*,B,CNC,small_cap
ESCORTS,ESCORTS-EQ,,30000,*,B,CNC,mid_cap
ESSARSHPNG,ESSARSHPNG-EQ,,20000,*,B,CNC,small_cap
ESSENTIA,ESSENTIA-EQ,,20000,*,B,CNC,small_cap
ESTER,ESTER-EQ,,20000,*,B,CNC,small_cap
ETERNAL,ETERNAL-EQ,,20000,*,B,CNC,small_cap
ETHOSLTD,ETHOSLTD-EQ,,20000,*,B,CNC,small_cap
EUREKAFORB,EUREKAFORB-EQ,,20000,*,B,CNC,small_cap
EUROBOND,EUROBOND-EQ,,20000,*,B,CNC,small_cap
EUROPRATIK,EUROPRATIK-EQ,,20000,*,B,CNC,small_cap
EUROTEXIND,EUROTEXIND-EQ,,20000,*,B,CNC,small_cap
EVEREADY,EVEREADY-EQ,,20000,*,B,CNC,small_cap
EVERESTIND,EVERESTIND-EQ,,20000,*,B,CNC,small_cap
EXCELINDUS,EXCELINDUS-EQ,,20000,*,B,CNC,small_cap
EXCELSOFT,EXCELSOFT-EQ,,20000,*,B,CNC,small_cap
EXICOM,EXICOM-EQ,,20000,*,B,CNC,small_cap
EXIDEIND,EXIDEIND-EQ,,30000,*,B,CNC,mid_cap
EXPLEOSOL,EXPLEOSOL-EQ,,20000,*,B,CNC,small_cap
EXXARO,EXXARO-EQ,,20000,*,B,CNC,small_cap
FABTECH,FABTECH-EQ,,20000,*,B,CNC,small_cap
FACT,FACT-EQ,,20000,*,B,CNC,small_cap
FAIRCHEMOR,FAIRCHEMOR-EQ,,20000,*,B,CNC,small_cap
FAZE3Q,FAZE3Q-EQ,,20000,*,B,CNC,small_cap
FCL,FCL-EQ,,20000,*,B,CNC,small_cap
FCSSOFT,FCSSOFT-EQ,,20000,*,B,CNC,small_cap
FDC,FDC-EQ,,20000,*,B,CNC,small_cap
FEDDERSHOL,FEDDERSHOL-EQ,,20000,*,B,CNC,small_cap
FEDERALBNK,FEDERALBNK-EQ,,30000,*,B,CNC,mid_cap
FEDFINA,FEDFINA-EQ,,20000,*,B,CNC,small_cap
FEL,FEL-EQ,,20000,*,B,CNC,small_cap
FELDVR,FELDVR-EQ,,20000,*,B,CNC,small_cap
FERMENTA,FERMENTA-EQ,,20000,*,B,CNC,small_cap
FIBERWEB,FIBERWEB-EQ,,20000,*,B,CNC,small_cap
FIEMIND,FIEMIND-EQ,,20000,*,B,CNC,small_cap
FILATEX,FILATEX-EQ,,20000,*,B,CNC,small_cap
FILATFASH,FILATFASH-EQ,,20000,*,B,CNC,small_cap
FINCABLES,FINCABLES-EQ,,20000,*,B,CNC,small_cap
FINEORG,FINEORG-EQ,,20000,*,B,CNC,small_cap
FINKURVE,FINKURVE-EQ,,20000,*,B,CNC,small_cap
FINOPB,FINOPB-EQ,,20000,*,B,CNC,small_cap
FINPIPE,FINPIPE-EQ,,20000,*,B,CNC,small_cap
FIRSTCRY,FIRSTCRY-EQ,,20000,*,B,CNC,small_cap
FISCHER,FISCHER-EQ,,20000,*,B,CNC,small_cap
FIVESTAR,FIVESTAR-EQ,,20000,*,B,CNC,small_cap
FLAIR,FLAIR-EQ,,20000,*,B,CNC,small_cap
FLEXITUFF,FLEXITUFF-EQ,,20000,*,B,CNC,small_cap
FLFL,FLFL-EQ,,20000,*,B,CNC,small_cap
FLUOROCHEM,FLUOROCHEM-EQ,,30000,*,B,CNC,mid_cap
FMGOETZE,FMGOETZE-EQ,,20000,*,B,CNC,small_cap
FMNL,FMNL-EQ,,20000,*,B,CNC,small_cap
FOCUS,FOCUS-EQ,,20000,*,B,CNC,small_cap
FOODSIN,FOODSIN-EQ,,20000,*,B,CNC,small_cap
FORCEMOT,FORCEMOT-EQ,,20000,*,B,CNC,small_cap
FORTIS,FORTIS-EQ,,30000,*,B,CNC,mid_cap
FOSECOIND,FOSECOIND-EQ,,20000,*,B,CNC,small_cap
FRACTAL,FRACTAL-EQ,,20000,*,B,CNC,small_cap
FRONTSP,FRONTSP-EQ,,20000,*,B,CNC,small_cap
FSL,FSL-EQ,,20000,*,B,CNC,small_cap
FUSION,FUSION-EQ,,20000,*,B,CNC,small_cap
GABRIEL,GABRIEL-EQ,,20000,*,B,CNC,small_cap
GAEL,GAEL-EQ,,20000,*,B,CNC,small_cap
GAIL,GAIL-EQ,,20000,*,B,CNC,small_cap
GALAPREC,GALAPREC-EQ,,20000,*,B,CNC,small_cap
GALAXYSURF,GALAXYSURF-EQ,,20000,*,B,CNC,small_cap
GALLANTT,GALLANTT-EQ,,20000,*,B,CNC,small_cap
GANDHAR,GANDHAR-EQ,,20000,*,B,CNC,small_cap
GANDHITUBE,GANDHITUBE-EQ,,20000,*,B,CNC,small_cap
GANECOS,GANECOS-EQ,,20000,*,B,CNC,small_cap
GANESHBE,GANESHBE-EQ,,20000,*,B,CNC,small_cap
GANESHCP,GANESHCP-EQ,,20000,*,B,CNC,small_cap
GANESHHOU,GANESHHOU-EQ,,20000,*,B,CNC,small_cap
GANGAFORGE,GANGAFORGE-EQ,,20000,*,B,CNC,small_cap
GANGESSECU,GANGESSECU-EQ,,20000,*,B,CNC,small_cap
GARFIBRES,GARFIBRES-EQ,,20000,*,B,CNC,small_cap
GARUDA,GARUDA-EQ,,20000,*,B,CNC,small_cap
GATECH,GATECH-EQ,,20000,*,B,CNC,small_cap
GATECHDVR,GATECHDVR-EQ,,20000,*,B,CNC,small_cap
GATEWAY,GATEWAY-EQ,,20000,*,B,CNC,small_cap
GAUDIUMIVF,GAUDIUMIVF-EQ,,20000,*,B,CNC,small_cap
GAYAHWS,GAYAHWS-EQ,,20000,*,B,CNC,small_cap
GAYAPROJ,GAYAPROJ-EQ,,20000,*,B,CNC,small_cap
GCSL,GCSL-EQ,,20000,*,B,CNC,small_cap
GEECEE,GEECEE-EQ,,20000,*,B,CNC,small_cap
GEEKAYWIRE,GEEKAYWIRE-EQ,,20000,*,B,CNC,small_cap
GEMAROMA,GEMAROMA-EQ,,20000,*,B,CNC,small_cap
GENCON,GENCON-EQ,,20000,*,B,CNC,small_cap
GENESYS,GENESYS-EQ,,20000,*,B,CNC,small_cap
GENUSPAPER,GENUSPAPER-EQ,,20000,*,B,CNC,small_cap
GENUSPOWER,GENUSPOWER-EQ,,20000,*,B,CNC,small_cap
GEOJITFSL,GEOJITFSL-EQ,,20000,*,B,CNC,small_cap
GESHIP,GESHIP-EQ,,20000,*,B,CNC,small_cap
GFLLIMITED,GFLLIMITED-EQ,,20000,*,B,CNC,small_cap
GHCL,GHCL-EQ,,20000,*,B,CNC,small_cap
GHCLTEXTIL,GHCLTEXTIL-EQ,,20000,*,B,CNC,small_cap
GICHSGFIN,GICHSGFIN-EQ,,20000,*,B,CNC,small_cap
GICL,GICL-EQ,,20000,*,B,CNC,small_cap
GICRE,GICRE-EQ,,30000,*,B,CNC,mid_cap
GILLANDERS,GILLANDERS-EQ,,20000,*,B,CNC,small_cap
GILLETTE,GILLETTE-EQ,,20000,*,B,CNC,small_cap
GINNIFILA,GINNIFILA-EQ,,20000,*,B,CNC,small_cap
GIPCL,GIPCL-EQ,,20000,*,B,CNC,small_cap
GKENERGY,GKENERGY-EQ,,20000,*,B,CNC,small_cap
GKSL,GKSL-EQ,,20000,*,B,CNC,small_cap
GKWLIMITED,GKWLIMITED-EQ,,20000,*,B,CNC,small_cap
GLAND,GLAND-EQ,,30000,*,B,CNC,mid_cap
GLAXO,GLAXO-EQ,,30000,*,B,CNC,mid_cap
GLENMARK,GLENMARK-EQ,,30000,*,B,CNC,mid_cap
GLFL,GLFL-EQ,,20000,*,B,CNC,small_cap
GLOBAL,GLOBAL-EQ,,20000,*,B,CNC,small_cap
GLOBALE,GLOBALE-EQ,,20000,*,B,CNC,small_cap
GLOBALVECT,GLOBALVECT-EQ,,20000,*,B,CNC,small_cap
GLOBE,GLOBE-EQ,,20000,*,B,CNC,small_cap
GLOBECIVIL,GLOBECIVIL-EQ,,20000,*,B,CNC,small_cap
GLOBUSSPR,GLOBUSSPR-EQ,,20000,*,B,CNC,small_cap
GLOSTERLTD,GLOSTERLTD-EQ,,20000,*,B,CNC,small_cap
GLOTTIS,GLOTTIS-EQ,,20000,*,B,CNC,small_cap
GMBREW,GMBREW-EQ,,20000,*,B,CNC,small_cap
GMDCLTD,GMDCLTD-EQ,,20000,*,B,CNC,small_cap
GMMPFAUDLR,GMMPFAUDLR-EQ,,20000,*,B,CNC,small_cap
GMRAIRPORT,GMRAIRPORT-EQ,,30000,*,B,CNC,mid_cap
GMRP&UI,GMRP&UI-EQ,,20000,*,B,CNC,small_cap
GNA,GNA-EQ,,20000,*,B,CNC,small_cap
GNFC,GNFC-EQ,,20000,*,B,CNC,small_cap
GNRL,GNRL-EQ,,20000,*,B,CNC,small_cap
GOACARBON,GOACARBON-EQ,,20000,*,B,CNC,small_cap
GOCLCORP,GOCLCORP-EQ,,20000,*,B,CNC,small_cap
GOCOLORS,GOCOLORS-EQ,,20000,*,B,CNC,small_cap
GODAVARIB,GODAVARIB-EQ,,20000,*,B,CNC,small_cap
GODFRYPHLP,GODFRYPHLP-EQ,,20000,*,B,CNC,small_cap
GODIGIT,GODIGIT-EQ,,20000,*,B,CNC,small_cap
GODREJAGRO,GODREJAGRO-EQ,,20000,*,B,CNC,small_cap
GODREJCP,GODREJCP-EQ,,50000,*,B,CNC,large_cap
GODREJIND,GODREJIND-EQ,,30000,*,B,CNC,mid_cap
GODREJPROP,GODREJPROP-EQ,,30000,*,B,CNC,mid_cap
GOKEX,GOKEX-EQ,,20000,*,B,CNC,small_cap
GOKUL,GOKUL-EQ,,20000,*,B,CNC,small_cap
GOKULAGRO,GOKULAGRO-EQ,,20000,*,B,CNC,small_cap
GOLDENTOBC,GOLDENTOBC-EQ,,20000,*,B,CNC,small_cap
GOLDIAM,GOLDIAM-EQ,,20000,*,B,CNC,small_cap
GOLDTECH,GOLDTECH-EQ,,20000,*,B,CNC,small_cap
GOODLUCK,GOODLUCK-EQ,,20000,*,B,CNC,small_cap
GOODYEAR,GOODYEAR-EQ,,20000,*,B,CNC,small_cap
GOPAL,GOPAL-EQ,,20000,*,B,CNC,small_cap
GOYALALUM,GOYALALUM-EQ,,20000,*,B,CNC,small_cap
